Price,Miles,Trim,Year,Vin,City,State,Link Status
74989,24535,GTS,2018,WP0CB2A82JS228448,Maitland,FL,Working
69900,9200,GTS,2017,WP0CB2A86HS241715,Portland,OR,Working
76995,17628,GTS,2018,WP0CB2A81JS228425,Fairfield,CT,Working
76987,15489,GTS,2018,WP0CB2A89JS228284,Stratham,NH,Working
79995,8228,GTS,2019,WP0CB2A84KS228341,Conshohocken,PA,Working
67999,31000,GTS,2017,WP0CB2A87HS241223,Daly City,CA,Working
76987,13409,GTS,2018,WP0CB2A83JS228457,Stratham,NH,Working
81762,6274,GTS,2018,WP0CB2A81JS228067,Marietta,GA,Working
64995,16522,GTS,2017,WP0CB2A80HS240298,Bellingham,WA,Working
74987,9070,GTS,2019,WP0CB2A86KS228471,Paris,KY,Working
57988,46853,GTS,2017,WP0CB2A86HS240337,Irwin,PA,Working
92700,2581,GTS,2021,WP0CB2A89MS225101,Chandler,AZ,Working
69595,23368,GTS,2018,WP0CB2A87JS228526,Davie,FL,Working
92788,6647,GTS,2021,WP0CB2A85MS225077,Santa Clara,CA,Working
74995,7581,GTS,2017,WP0CB2A83HS240408,Melbourne,FL,Working
69990,19030,GTS,2017,WP0CB2A86HS240919,Jacksonville,FL,Working
99995,905,GTS,2021,WP0CB2A82MS225070,Rocklin,CA,Working
82788,5483,GTS,2019,WP0CB2A81KS228720,Santa Clara,CA,Working
69900,20129,GTS,2017,WP0CB2A86HS241360,Pompano Beach,FL,Working
79888,19906,GTS,2018,WP0CB2A84JS228273,Reno,NV,Working
72991,14835,GTS,2017,WP0CB2A80HS240267,Jacksonville,FL,Working
73990,12996,GTS,2017,WP0CB2A89HS241739,Scottsdale,AZ,Working
86445,790,GTS,2019,WP0CB2A85KS228915,Elyria,OH,Working
66990,13013,GTS,2017,WP0CB2A87HS240492,Countryside,IL,Working
77995,9793,GTS,2018,WP0CB2A85JS229321,Torrance,CA,Working
74989,24535,GTS,2018,WP0CB2A82JS228448,Maitland,FL,Working
69900,9200,GTS,2017,WP0CB2A86HS241715,Portland,OR,Working
76995,17628,GTS,2018,WP0CB2A81JS228425,Fairfield,CT,Working
76987,15489,GTS,2018,WP0CB2A89JS228284,Stratham,NH,Working
79995,8228,GTS,2019,WP0CB2A84KS228341,Conshohocken,PA,Working
67999,31000,GTS,2017,WP0CB2A87HS241223,Daly City,CA,Working
76987,13409,GTS,2018,WP0CB2A83JS228457,Stratham,NH,Working
81762,6274,GTS,2018,WP0CB2A81JS228067,Marietta,GA,Working
64995,16522,T,2017,WP0CB2A80HS240298,Bellingham,WA,Working
74987,9070,T,2019,WP0CB2A86KS228471,Paris,KY,Working
57988,46853,T,2017,WP0CB2A86HS240337,Irwin,PA,Working
92700,2581,T,2021,WP0CB2A89MS225101,Chandler,AZ,Working
69595,23368,T,2018,WP0CB2A87JS228526,Davie,FL,Working
92788,6647,T,2021,WP0CB2A85MS225077,Santa Clara,CA,Working
74995,7581,T,2017,WP0CB2A83HS240408,Melbourne,FL,Working
69990,19030,T,2017,WP0CB2A86HS240919,Jacksonville,FL,Working
99995,905,T,2021,WP0CB2A82MS225070,Rocklin,CA,Working
82788,5483,T,2019,WP0CB2A81KS228720,Santa Clara,CA,Working
69900,20129,T,2017,WP0CB2A86HS241360,Pompano Beach,FL,Working
79888,19906,T,2018,WP0CB2A84JS228273,Reno,NV,Working
72991,14835,T,2017,WP0CB2A80HS240267,Jacksonville,FL,Working
73990,12996,T,2017,WP0CB2A89HS241739,Scottsdale,AZ,Working
86445,790,T,2019,WP0CB2A85KS228915,Elyria,OH,Working
66990,13013,T,2017,WP0CB2A87HS240492,Countryside,IL,Working
77995,9793,T,2018,WP0CB2A85JS229321,Torrance,CA,Working
74989,24535,T,2018,WP0CB2A82JS228448,Maitland,FL,Working
69900,9200,T,2017,WP0CB2A86HS241715,Portland,OR,Working
76995,17628,T,2018,WP0CB2A81JS228425,Fairfield,CT,Working
76987,15489,T,2018,WP0CB2A89JS228284,Stratham,NH,Working
79995,8228,T,2019,WP0CB2A84KS228341,Conshohocken,PA,Working
67999,31000,T,2017,WP0CB2A87HS241223,Daly City,CA,Working
76987,13409,T,2018,WP0CB2A83JS228457,Stratham,NH,Working
81762,6274,T,2018,WP0CB2A81JS228067,Marietta,GA,Working
78991,1245,Unspecified,2021,WP0CA2A87MS210180,Seaside,CA,Working
69983,2280,Unspecified,2020,WP0CA2A86LS210086,Houston,TX,Working
96000,8830,Unspecified,2019,WP0CB2A84KS229022,Parsippany,NJ,Working
77998,20371,Unspecified,2018,WP0CB2A83JS228393,Lancaster,PA,Working
92000,11301,Unspecified,2018,WP0CB2A88JS228969,Parsippany,NJ,Working
80992,5580,Unspecified,2020,WP0CA2A82LS210215,Barrington,IL,Working
68988,17700,Unspecified,2018,WP0CB2A84JS228368,N/A,N/A,Working
