Price,Miles,Trim,Year,Vin
78000,125301,Carrera,1984,WP0AB091XES120572
72999,31505,Carrera,2014,WP0CA2A96ES140438
54996,66601,Carrera,1997,WP0CA299XVS341487
43995,48973,Carrera,2005,WP0CA29945S755655
109000,36924,Carrera,2015,WP0CB2A96FS155049
74990,35052,Carrera,2014,WP0AA2A93ES107341
39995,39388,Carrera,2003,WP0CA29923S651386
89999,29335,Carrera,2017,WP0AA2A92HS108453
75000,23627,Carrera,2012,WP0AA2A93CS106526
93000,6544,Carrera,2014,WP0AA2A94ES106604
32990,55485,Carrera,2002,WP0CA29942S653462
43900,62757,Carrera,2006,WP0CA299X6S755919
64979,43964,Carrera,1997,WP0CA299XVS341165
114840,4953,Carrera,2019,WP0CA2A91KS129391
86950,58803,Carrera,2018,WP0CA2A98JS138328
31995,40701,Carrera,2001,WP0CA29971S654216
32995,55095,Carrera,1999,WP0AA2995XS625927
54995,72554,Carrera,2010,WP0AA2A90AS706269
79888,59800,Carrera,2017,WP0AA2A97HS106620
94995,18203,Carrera,2019,WP0AA2A9XKS103556
79989,15500,Carrera,2014,WP0AA2A97ES107715
59998,63475,Carrera,2013,WP0AA2A94DS107587
84995,29648,Carrera,2015,WP0AA2A94FS106846
93995,21990,Carrera,2017,WP0AA2A94HS108163
73500,28176,Carrera,1998,WP0CA2993WS340456
119998,17281,Carrera,2017,WP0CA2A97HS142610
86995,6152,Carrera,2013,WP0CA2A9XDS141297
98456,36760,Carrera,2017,WP0AA2A93HS106839
95900,28262,Carrera,2017,WP0CA2A94HS142516
46855,28279,Carrera,2005,WP0AA29965S717240
76995,17606,Carrera,2012,WP0AA2A97CS106075
29995,81932,Carrera,2001,WP0CA29921S652664
19999,83390,Carrera,1999,WP0CA2998XS650779
15800,93920,Carrera,1999,WP0CA2998XS653648
124900,7406,Carrera,2016,WP0AB2A97GS122540
49000,89852,Carrera,1984,WP0EB0917ES161761
94990,17454,Carrera,2017,WP0AA2A9XHS106708
138995,3020,Carrera,2021,WP0CA2A90MS239285
75000,33103,Carrera,2013,WP0CA2A91DS140202
96851,30600,Carrera,2018,WP0AA2A98JS105465
62995,5137,Carrera,2003,WP0AA29933S622244
52981,26085,Carrera,2007,WP0AA29947S710628
295000,7436,Carrera,1988,WP0AB0913JS121881
99900,37820,Carrera,1986,WP0AB0916GS121978
75950,51981,Carrera,1995,WP0CA2993SS340385
149995,15520,Carrera,2019,WP0CB2A91KS136189
28993,95775,Carrera,2001,WP0CA29921S652177
99990,14235,Carrera,2018,WP0AA2A91JS106506
124990,10769,Carrera,2016,WP0CB2A94GS154760
34900,66097,Carrera,2002,WP0AA29932S620170
128900,3450,Carrera,2020,WP0AA2A99LS205108
103481,19920,Carrera,2019,WP0CA2A92KS129304
24990,64290,Carrera,2001,WP0CA29921S654091
31100,111210,Carrera,2005,WP0CA29995S756025
79999,17816,Carrera,2012,WP0CA2A95CS140184
120400,7932,Carrera,2020,WP0AA2A92LS206584
49898,29854,Carrera,2001,WP0CA299X1S654162
59995,76100,Carrera,1986,WP0EB0919GS170545
28990,98678,Carrera,2003,WP0CA29983S651361
42900,50129,Carrera,2006,WP0CA29916S755467
49994,88428,Carrera,1987,WP0EB0917HS170710
69995,49500,Carrera,2014,WP0CA2A92ES140775
44788,48280,Carrera,2005,WP0CA29955S755454
67950,22847,Carrera,2012,WP0AA2A97CS106108
67850,22496,Carrera,2013,WP0CA2A90DS141213
46499,44658,Carrera,2007,WP0AA299X7S711055
97995,21488,Carrera,2017,WP0AA2A98HS107467
137998,10097,Carrera,2018,WP0CB2A91JS147207
28880,57007,Carrera,1999,WP0CA2996XS655754
51900,30030,Carrera,2003,WP0AA29923S622736
79900,17449,Carrera,2015,WP0AA2A98FS106266
64995,20962,Carrera,2010,WP0AA2A94AS706503
57500,23475,Carrera,2009,WP0CA29999S740087
59991,66149,Carrera,2010,WP0CA2A99AS740302
62590,34581,Carrera,2012,WP0AA2A95CS788132
25998,57570,Carrera,2000,WP0CA2993YS651565
79900,29076,Carrera,2015,WP0AA2A91FS106285
92985,16560,Carrera,2017,WP0AA2A92HS107996
96490,9270,Carrera,2018,WP0AA2A97JS105585
76898,32265,Carrera,2015,WP0AA2A93FS106563
97995,18195,Carrera,2018,WP0AA2A97JS105814
119992,1952,Carrera,2020,WP0AA2A95LS206465
136900,5368,Carrera,2019,WP0AB2A97KS114706
97900,12883,Carrera,2018,WP0AA2A95JS105245
121991,3950,Carrera,2020,WP0AA2A9XLS205148
108995,12665,Carrera,2015,WP0CB2A91FS155251
114990,5059,Carrera,2019,WP0CA2A99KS129414
144991,1863,Carrera,2018,WP0AB2A98JS122280
149991,20923,Carrera,2016,WP0AB2A92GS123370
102898,11583,Carrera,2017,WP0AA2A99HS106098
144991,4015,Carrera,2019,WP0AB2A92KS114242
99995,20501,Carrera,2019,WP0AA2A91KS103543
133458,10006,Carrera,2016,WP0AB2A91GS122551
61900,81000,Carrera,2013,WP0AA2A90DS106484
140991,9413,Carrera,2019,WP0AB2A97KS114995
99880,27578,Carrera,2018,WP0AA2A99JS105118
45000,43384,Carrera,2006,WP0CA29926S755624
39200,56898,Carrera,2006,WP0CA29906S757114
65000,53500,Carrera,1987,WP0EB0912HS170887
49900,110130,Carrera,1987,WP0EB0918HS171638
109000,1904,Carrera,2020,WP0AA2A9XLS205635
75000,77625,Carrera,1988,WP0AB0913JS121220
69900,127314,Carrera,1987,WP0AB0915HS121150
47900,204071,Carrera,1985,WP0AB0911FS120459
99899,1184,Carrera,2019,WP0AA2A90KS103999
69800,77784,Carrera,1995,WP0AA2991SS322488
34999,30105,Carrera,2001,WP0AA29961S621506
96851,18253,Carrera,2018,WP0AA2A9XJS105449
80000,10729,Carrera,2014,WP0CA2A95ES140494
49995,62699,Carrera,2007,WP0AA29997S711516
139995,9112,Carrera,2019,WP0AB2A91KS115320
89899,27000,Carrera,2019,WP0AA2A94KS103567
38911,20942,Carrera,2001,WP0CA29901S651061
139995,13020,Carrera,2018,WP0AB2A99JS123339
104999,9500,Carrera,2018,WP0AA2A9XJS106116
91016,23896,Carrera,2017,WP0AA2A97HS107833
130029,7850,Carrera,2020,WP0CA2A99LS251370
124900,7238,Carrera,2020,WP0CA2A98LS251604
89500,66414,Carrera,1988,WP0AB0916JS121163
59999,44971,Carrera,2008,WP0CA29968S765253
24900,67409,Carrera,1999,WP0AA2991XS623995
35880,53661,Carrera,2003,WP0CA299X3S652317
71950,16801,Carrera,2014,WP0AA2A95ES107194
39967,34212,Carrera,2000,WP0CA2994YS653812
72990,41076,Carrera-S,2013,WP0AB2A90DS123296
134981,2034,Carrera-S,2021,WP0AB2A91MS221267
37990,81965,Carrera-S,2006,WP0CB299X6S766271
105525,10395,Carrera-S,2018,WP0AB2A91JS122315
92800,12586,Carrera-S,2015,WP0AB2A99FS124966
72850,38528,Carrera-S,2013,WP0AB2A9XDS121877
43595,49255,Carrera-S,2007,WP0AB29917S731496
85900,20881,Carrera-S,2015,WP0AB2A90FS110339
119481,9465,Carrera-S,2019,WP0AB2A96KS115121
139250,2170,Carrera-S,2021,WP0AB2A94MS221182
96900,5427,Carrera-S,2015,WP0AB2A9XFS124393
134900,7536,Carrera-S,2020,WP0AB2A93LS227957
114488,3090,Carrera-S,2019,WP0AB2A91KS115477
103900,18291,Carrera-S,2018,WP0AB2A92JS123201
84900,16944,Carrera-S,2014,WP0AB2A94ES120726
137900,9658,Carrera-S,2020,WP0AB2A90LS226748
103998,6411,Carrera-S,2016,WP0AB2A97GS122618
56985,96294,Carrera-S,2014,WP0CB2A97ES154927
123999,9970,Carrera-S,2020,WP0AB2A94LS227871
136999,7429,Carrera-S,2020,WP0AB2A94LS228843
115940,15618,Carrera-S,2018,WP0AB2A9XJS123110
39748,76584,Carrera-S,2006,WP0CB29976S766471
117900,4811,Carrera-S,2018,WP0AB2A98JS124062
49950,130325,Carrera-S,2012,WP0AB2A93CS121430
84900,14771,Carrera-S,2013,WP0AB2A93DS123051
119900,14264,Carrera-S,2019,WP0AB2A98KS114942
139988,2288,Carrera-S,2020,WP0CB2A94LS263178
99900,9505,Carrera-S,2015,WP0AB2A90FS124015
109900,25007,Carrera-S,2019,WP0AB2A95KS114235
135995,7518,Carrera-S,2020,WP0AB2A90LS225986
105981,31181,Carrera-S,2019,WP0CB2A97KS136441
87445,35869,Carrera-S,2016,WP0AB2A90GS123335
104980,5045,Carrera-S,2015,WP0CB2A96FS154578
97500,12543,Carrera-S,2016,WP0AB2A97GS122117
102000,7106,Carrera-S,2015,WP0AB2A90FS125228
119000,14999,Carrera-S,2017,WP0CB2A92HS154564
72990,70649,Carrera-S,2015,WP0CB2A9XFS154082
87990,20849,Carrera-S,2014,WP0AB2A99ES120091
156990,4848,Carrera-S,2020,WP0AB2A99LS229910
92950,10528,Carrera-S,2013,WP0CB2A98DS154269
37988,90936,Carrera-S,2006,WP0CB29956S768705
104850,9560,Carrera-S,2016,WP0CB2A97GS154087
48000,61371,Carrera-S,2008,WP0CB299X8S776415
114898,22281,Carrera-S,2018,WP0CB2A94JS147234
59990,15270,Carrera-S,2006,WP0AB29986S742820
134998,8080,Carrera-S,2020,WP0AB2A9XLS226921
123900,31153,Carrera-S,2019,WP0AB2A90KS114790
69995,36754,Carrera-S,2012,WP0AB2A95CS120327
46556,40914,Carrera-S,2005,WP0CB29995S765711
168500,3758,Carrera-S,2020,WP0CB2A9XLS264089
143900,666,Carrera-S,2020,WP0AB2A95LS226762
103996,36077,Carrera-S,2015,WP0AB2A94FS124423
97221,35631,Carrera-S,2017,WP0CB2A93HS156243
99950,9531,Carrera-S,2015,WP0CB2A93FS154828
147650,5003,Carrera-S,2020,WP0CB2A95LS264727
69000,29349,Carrera-S,2007,WP0CB29957S775560
89950,11221,Carrera-S,2014,WP0AB2A94ES121195
74900,35930,Carrera-S,2012,WP0AB2A91CS120146
106950,9453,Carrera-S,2017,WP0AB2A97HS122314
145995,9397,Carrera-S,2020,WP0AB2A97LS229310
126998,13468,Carrera-S,2019,WP0AB2A90KS114143
159897,3058,Carrera-S,2020,WP0CB2A90LS262450
82794,36435,Carrera-S,2014,WP0AB2A9XES120391
49950,30350,Carrera-S,2006,WP0CB299X6S765315
76991,41260,Carrera-S,2013,WP0CB2A95DS154908
126900,22255,Carrera-S,2018,WP0CB2A96JS147283
149000,6762,Carrera-S,2019,WP0CB2A96KS136740
81486,19396,Carrera-S,2012,WP0CB2A96CS754108
100486,8821,Carrera-S,2015,WP0CB2A94FS154529
77988,23759,Carrera-S,2012,WP0AB2A9XCS120808
102990,24386,Carrera-S,2017,WP0CB2A96HS154664
106700,28970,Carrera-S,2017,WP0AB2A96HS125172
92888,12684,Carrera-S,2015,WP0CB2A95FS154720
141900,1788,Carrera-S,2020,WP0AB2A92LS227738
58990,33432,Carrera-S,2007,WP0CB29957S775302
80000,30830,Carrera-S,2014,WP0CB2A9XES155697
66000,20373,Carrera-S,2006,WP0AB299X6S740759
89831,11897,Carrera-S,2013,WP0AB2A91DS120097
49995,63902,Carrera-S,2006,WP0AB29956S742032
107900,13170,Carrera-S,2017,WP0AB2A95HS123493
154240,2677,Carrera-S,2020,WP0AB2A94LS228177
184730,3719,Carrera-S,2020,WP0CB2A96LS263408
47990,61823,Carrera-S,2006,WP0AB299X6S741149
157500,7187,Carrera-S,2014,WP0AB2A90ES121291
134771,6183,Carrera-S,2018,WP0CB2A90JS147554
85990,15818,Carrera-S,2014,WP0CB2A99ES155657
75900,2957,Carrera-S,2007,WP0CB29947S775078
51900,57324,Carrera-S,2008,WP0CB29958S776452
69951,12565,Carrera-S,2005,WP0AB29975S741947
129811,2233,Carrera-S,2019,WP0CB2A97KS136150
73991,19571,Carrera-S,2011,WP0CB2A9XBS755180
150000,2908,Carrera-S,2020,WP0AB2A97LS225807
84988,23328,Carrera-S,2013,WP0CB2A96DS154562
89900,25373,Carrera-S,2015,WP0CB2A90FS154771
129998,27951,Carrera-S,2020,WP0AB2A90LS227818
93500,30279,Carrera-S,2015,WP0CB2A96FS143094
132999,2771,Carrera-S,2017,WP0CB2A95HS155773
55000,32043,Carrera-S,2006,WP0AB29976S741979
79995,23006,Carrera-S,2009,WP0CB29949S755092
81999,25991,Carrera-S,2013,WP0CB2A91DS156784
54888,31579,Carrera-S,2006,WP0AB29996S743376
110977,17025,Carrera-S,2018,WP0AB2A95JS123905
64991,77890,Carrera-S,2012,WP0CB2A96CS154284
149900,2846,Carrera-S,2020,WP0AB2A93LS227277
109988,20342,Carrera-S,2016,WP0CB2A95GS154802
82900,23791,Carrera-S,2013,WP0CB2A98DS154885
145990,4916,Carrera-S,2020,WP0CB2A97LS263496
74900,31384,Carrera-S,2012,WP0AB2A94CS720708
60995,49910,Carrera-S,2011,WP0CB2A90BS754894
83999,59569,Carrera-S,2017,WP0AB2A98HS123410
56838,53379,Carrera-S,2007,WP0AB29947S731864
74900,32305,Carrera-S,2012,WP0AB2A94CS720210
109265,5520,Carrera-S,2017,WP0AB2A9XHS122968
69850,43173,Carrera-S,2008,WP0AB29998S731747
131990,11017,Carrera-S,2018,WP0CB2A93JS147113
69995,17211,Carrera-S,2009,WP0CB29919S754823
54999,26746,Carrera-S,2007,WP0AB29917S731692
119000,1861,Carrera-S,2018,WP0AB2A90JS124170
79995,32005,Carrera-S,2012,WP0CB2A90CS154264
53998,21621,Carrera-S,2005,WP0AB29945S741212
48943,69669,Carrera-S,2006,WP0CB29996S767492
84881,21830,Carrera-S,2013,WP0CB2A93DS157077
59900,33671,Carrera-S,2005,WP0AB29935S740181
59900,25850,Carrera-S,2006,WP0CB29956S769286
59990,19737,Carrera-S,2006,WP0AB29936S741509
143898,3231,Carrera-S,2020,WP0CB2A93LS264709
109000,12003,Carrera-S,2016,WP0CB2A96GS154761
113996,10646,Carrera-S,2017,WP0AB2A93HS123413
54112,53190,Carrera-S,2005,WP0AB29985S742329
158500,14979,Carrera-S,2020,WP0AB2A93LS226081
49995,56323,Carrera-S,2008,WP0CB29978S775089
56980,25726,Carrera-S,2006,WP0AB29946S742877
70950,13878,Carrera-S,2008,WP0AB29938S732389
106677,34326,Carrera-S,2017,WP0CB2A96HS155345
99000,8719,Carrera-S,2017,WP0AB2A98HS122404
49995,55701,Carrera-S,2006,WP0CB29946S766766
57598,33859,Carrera-S,2008,WP0CB29938S776417
73990,21609,Carrera-S,2011,WP0AB2A92BS720558
79998,23502,Carrera-S,2012,WP0AB2A9XCS120923
164995,4388,Carrera-S,2017,WP0CB2A92HS154953
145000,5890,Carrera-S,2020,WP0AB2A90LS229472
134998,16443,Carrera-S,2017,WP0CB2A93HS155092
97212,23678,Carrera-S,2015,WP0CB2A92FS143254
66999,24791,Carrera-S,2009,WP0CB299X9S755677
68990,33770,Carrera-S,2010,WP0CB2A97AS754308
62900,46753,Carrera-S,2006,WP0AB29906S740995
69000,18075,Carrera-S,2008,WP0AB29958S731129
81990,20002,Carrera-S,2013,WP0CB2A99DS157102
49046,66712,Carrera-S,2006,WP0AB29976S743098
59900,39824,Carrera-S,2006,WP0AB29986S740789
69900,32936,Carrera-S,2010,WP0CB2A97AS754082
49999,55466,Carrera-S,2005,WP0AB29945S740335
61881,35324,Carrera-S,2005,WP0AB29945S742568
55000,22998,Carrera-S,2005,WP0CB29935S765185
79995,21662,Carrera-S,2009,WP0CB29999S755346
89987,18915,Carrera-S,2014,WP0CB2A90ES154865
48995,49196,Carrera-S,2006,WP0CB29906S765677
119898,24383,Carrera-S,2015,WP0AB2A92FS125733
58995,39230,Carrera-S,2008,WP0AB29998S731182
105000,24056,Carrera-S,2016,WP0CB2A93GS154250
68998,27964,Carrera-S,2010,WP0AB2A9XAS721102
51952,29564,Carrera-S,2005,WP0AB29975S741138
59900,50546,Carrera-S,2005,WP0AB29975S741690
145000,5316,Carrera-S,2020,WP0AB2A90LS226703
49294,52560,Carrera-S,2005,WP0CB29945S765373
111050,15485,Carrera-S,2018,WP0AB2A94JS123328
77888,33573,Carrera-S,2012,WP0AB2A93CS121363
83000,18942,Carrera-S,2013,WP0CB2A97DS155025
54995,35545,Carrera-S,2008,WP0CB29968S775892
117288,10869,Carrera-S,2019,WP0AB2A9XKS115168
104900,22398,Carrera-S,2017,WP0AB2A96HS125284
114991,4008,Carrera-S,2017,WP0AB2A95HS124854
115950,14929,Carrera-S,2018,WP0AB2A91JS122881
149975,5646,Carrera-S,2020,WP0CB2A96LS263702
114991,16835,Carrera-S,2017,WP0AB2A97HS123902
140250,4437,Carrera-S,2020,WP0AB2A93LS227618
159900,6555,Carrera-S,2020,WP0CB2A98LS263653
139991,4819,Carrera-S,2020,WP0AB2A98LS227369
132490,10021,Carrera-S,2019,WP0CB2A96KS136723
157900,11075,Carrera-S,2020,WP0CB2A96LS264171
149975,12979,Carrera-S,2020,WP0AB2A93LS225240
102991,35308,Carrera-S,2017,WP0AB2A99HS124498
169995,1518,Carrera-S,2020,WP0CB2A96LS263490
139995,926,Carrera-S,2020,WP0AB2A99LS229308
143900,5738,Carrera-S,2020,WP0CB2A92LS263132
149800,26815,Carrera-S,1997,WP0AA2996VS322541
89995,26391,Carrera-S,2014,WP0AB2A90ES120707
149992,5299,Carrera-S,2020,WP0AB2A95LS227510
155995,3417,Carrera-S,2020,WP0AB2A95LS227670
68750,41590,Carrera-S,2005,WP0AB29905S741921
