Price,Miles,Trim,Year,Vin,City,State,Link Status
219900,8735,LP580,2017,ZHWUC2ZF2HLA06186,Brighton,MA,Working
319988,13120,LP580,2017,ZHWUC2ZF4HLA06366,Phoenix,AZ,Working
218888,4216,LP580,2017,ZHWUC2ZF1HLA06955,N/A,N/A,Working
213000,8840,LP580,2019,ZHWUC2ZF6KLA11351,N/A,N/A,Working
199000,4547,LP580,2018,ZHWUC2ZF3JLA10396,N/A,N/A,Working
187212,39439,LP610,2015,ZHWUC1ZF7FLA00553,Cayce,SC,Working
259989,3023,LP610,2017,ZHWUR1ZF6HLA05695,Barrington,IL,Working
248987,5306,LP610,2016,ZHWUR1ZF8GLA04983,Houston,TX,Working
219000,6253,LP610,2015,ZHWUC1ZF1FLA03366,Davie,FL,Working
225300,4569,LP610,2015,ZHWUC1ZF6FLA02990,Antioch,IL,Working
234900,12684,LP610,2015,ZHWUC1ZF1FLA01195,Greenwich,CT,Working
299995,1231,LP610,2021,ZHWUF5ZF9MLA16247,Villa Park,IL,Working
222800,14549,LP610,2016,ZHWUC1ZFXGLA03920,Ramsey,NJ,Working
259995,6347,LP610,2016,ZHWUR1ZF8GLA05244,Bonita Springs,FL,Working
218895,9987,LP610,2015,ZHWUC1ZFXFLA02006,Great Neck,NY,Working
207000,16002,LP610,2015,ZHWUC1ZF7FLA00665,Canton,OH,Working
217999,11672,LP610,2016,ZHWUC1ZF0GLA04218,Streetsboro,OH,Working
210987,20780,LP610,2015,ZHWUC1ZF9FLA01901,Lewisville,TX,Working
199995,31250,LP610,2015,ZHWUC1ZF1FLA00953,Glendale Heights,IL,Working
239950,6915,LP610,2016,ZHWUC1ZF3GLA03757,Fort Lauderdale,FL,Working
205000,24040,LP610,2015,ZHWUC1ZF7FLA01119,Canton,OH,Working
209995,13781,LP610,2015,ZHWUC1ZF7FLA02948,Addison,TX,Working
239995,17907,LP610,2016,ZHWUR1ZF5GLA05346,Addison,TX,Not Working
226912,43767,LP610,2015,ZHWUC1ZF4FLA01479,Cayce,SC,Not Working
223993,4273,LP610,2015,ZHWUC1ZF5FLA02463,Charlotte,NC,Working
228900,5038,LP610,2015,ZHWUC1ZF1FLA00872,Dublin,OH,Not Working
219950,6602,LP610,2015,ZHWUC1ZF3FLA03420,Miami,FL,Not Working
219888,18700,LP610,2015,ZHWUC1ZF6FLA01502,Las Vegas,NV,Not Working
239996,8239,LP610,2015,ZHWUC1ZF1FLA01312,Charlotte,NC,Working
259777,10905,LP610,2017,ZHWUR1ZF4HLA06053,Boerne,TX,Not Working
224996,11579,LP610,2015,ZHWUC1ZF5FLA01507,Charlotte,NC,Not Working
234934,19149,LP610,2017,ZHWUC1ZF4HLA05583,Charlotte,NC,Not Working
229888,17474,LP610,2015,ZHWUC1ZF1FLA03092,San Diego,CA,Not Working
229998,42468,LP610,2015,ZHWUC1ZF7FLA00682,Lauderdale Lakes,FL,Not Working
216900,18862,LP610,2015,ZHWUC1ZF5FLA02110,Brighton,MA,Not Working
219000,13540,LP610,2016,ZHWUC1ZFXGLA04257,Pompano Beach,FL,Not Working
249990,17885,LP610,2015,ZHWUC1ZF6FLA00706,N/A,N/A,Not Working
339800,2966,Performante,2019,ZHWUD4ZFXKLA11524,Atlanta,GA,Not Working
325000,3100,Performante,2019,ZHWUS4ZF2KLA11541,Las Vegas,NV,Not Working
342989,2160,Performante,2018,ZHWUD4ZF9JLA09939,Barrington,IL,Not Working
339000,2919,Performante,2018,ZHWUS4ZFXJLA11172,Pompano Beach,FL,Not Working
323777,2959,Performante,2018,ZHWUD4ZF3JLA08379,Boerne,TX,Not Working
354951,8040,Performante,2019,ZHWUS4ZFXKLA12632,West Palm Beach,FL,Not Working
325977,6030,Performante,2018,ZHWUD4ZF0JLA08226,Barrington,IL,Not Working
301900,22415,Performante,2018,ZHWUS4ZF4JLA11099,Brighton,MA,Not Working
379950,755,Performante,2019,ZHWUS4ZF0KLA11392,Scottsdale,AZ,Not Working
321996,6727,Performante,2018,ZHWUD4ZFXJLA11103,Hamburg,PA,Not Working
327777,2595,Performante,2018,ZHWUD4ZF5JLA08402,Boerne,TX,Not Working
374898,2077,Performante,2019,ZHWUS4ZF5KLA12022,Austin,TX,Not Working
333965,4223,Performante,2018,ZHWUD4ZF0JLA09960,Sarasota,FL,Not Working
329995,7589,Performante,2018,ZHWUD4ZFXJLA08265,Edmond,OK,Not Working
349985,15398,Performante,2018,ZHWUD4ZF3JLA09029,Paramus,NJ,Not Working
329979,15376,Performante,2018,ZHWUD4ZF2JLA11127,Marietta,GA,Not Working
324996,9768,Performante,2018,ZHWCD4ZF5JLA08766,Charlotte,NC,Not Working
313555,9154,Performante,2018,ZHWUD4ZF0JLA09215,Des Plaines,IL,Not Working
349951,5746,Performante,2018,ZHWUD4ZF0JLA11207,West Palm Beach,FL,Not Working
344996,4443,Performante,2019,ZHWCD4ZF5KLA12365,Charlotte,NC,Not Working
324996,14367,Performante,2018,ZHWCD4ZF3JLA09916,Charlotte,NC,Not Working
327456,11930,Performante,2018,ZHWCD4ZF7JLA08493,Charlotte,NC,Not Working
324996,13192,Performante,2018,ZHWCD4ZF9JLA10276,Charlotte,NC,Not Working
326000,11554,Performante,2018,ZHWUD4ZF4JLA09041,Jacksonville,FL,Not Working
354996,5434,Performante,2018,ZHWCD4ZF2JLA09261,Charlotte,NC,Not Working
332900,7840,Performante,2018,ZHWUD4ZF6JLA08666,Boca Raton,FL,Not Working
339899,10174,Performante,2018,ZHWUD4ZF9JLA10010,N/A,N/A,Not Working
328888,12565,Performante,2018,ZHWUD4ZF7JLA11107,N/A,N/A,Not Working
273888,11268,Unspecified,2020,ZHWUF4ZF3LLA13272,Fort Lauderdale,FL,Not Working
299877,7018,Unspecified,2020,ZHWUT4ZF2LLA12820,Downers Grove,IL,Not Working
249995,30200,Unspecified,2020,ZHWUF4ZF3LLA13031,Houston,TX,Not Working
308922,3865,Unspecified,2020,ZHWUT4ZF9LLA13415,Downers Grove,IL,Not Working
299496,1682,Unspecified,2020,ZHWUF4ZF5LLA13676,Charlotte,NC,Not Working
299895,6517,Unspecified,2020,ZHWUF4ZF7LLA13789,Great Neck,NY,Not Working
309999,1368,Unspecified,2020,ZHWUF4ZF6LLA13993,Charlotte,NC,Not Working
315900,13125,Unspecified,2020,ZHWUT4ZF0LLA13707,Addison,TX,Not Working
299991,5931,Unspecified,2020,ZHWUF4ZF2LLA13439,Hurst,TX,Not Working
315000,2456,Unspecified,2020,ZHWUT4ZF4LLA14245,Palatine,IL,Not Working
282900,1850,Unspecified,2020,ZHWUF5ZF5LLA14459,Addison,TX,Not Working
268985,4376,Unspecified,2020,ZHWUF5ZFXLLA15154,Des Plaines,IL,Not Working
269995,724,Unspecified,2021,ZHWUF5ZF4MLA16561,Bonita Springs,FL,Not Working
314991,1160,Unspecified,2020,ZHWUT4ZF7LLA13316,San Rafael,CA,Not Working
259995,12176,Unspecified,2020,ZHWUF5ZF0LLA15177,Lititz,PA,Not Working
299900,1264,Unspecified,2021,ZHWUF5ZF3MLA15840,Pompano Beach,FL,Not Working
299800,5827,Unspecified,2020,ZHWUF4ZF1LLA13867,Las Vegas,NV,Not Working
329995,982,Unspecified,2020,ZHWUT4ZFXLLA13875,Bonita Springs,FL,Not Working
369995,1611,Unspecified,2021,ZHWUF4ZF1MLA15958,Bonita Springs,FL,Not Working
279900,2230,Unspecified,2020,ZHWUF5ZFXLLA14912,Brighton,MA,Not Working
279800,4510,Unspecified,2021,ZHWUF5ZF4MLA16821,Las Vegas,NV,Not Working
309989,6711,Unspecified,2020,ZHWUF4ZF5LLA12740,Barrington,IL,Not Working
294980,1500,Unspecified,2021,ZHWUF5ZF2MLA16221,Springfield,NE,Not Working
309000,7218,Unspecified,2020,ZHWUF4ZF0LLA13245,Pompano Beach,FL,Not Working
298000,2994,Unspecified,2020,ZHWUF5ZF5LLA14896,Fishers,IN,Not Working
279991,692,Unspecified,2021,ZHWUF5ZF1MLA16047,Plano,TX,Not Working
289995,3312,Unspecified,2020,ZHWUT4ZF3LLA13653,N/A,N/A,Not Working
309990,502,Unspecified,2020,ZHWUF4ZF9LLA13292,N/A,N/A,Not Working
